Date,RELIANCE,TCS,HINDUNILVR,INFY,HDFC,BHARTIARTL,ITC,ASIANPAINT,NESTLEIND,HCLTECH,MARUTI,LT,TITAN,BRITANNIA,BAJAJ-AUTO,EICHERMOT,DRREDDY,DMART,PIDILITIND,HDFCBANK,KOTAKBANK,ICICIBANK,AXISBANK
16-12-2018,1089.869141,1895.800049,1803.5,646.200012,1948.599976,282.707123,276.75,1388.199951,11010.40039,477.225006,7536.299805,1420,900.049988,3119.800049,2808.449951,2359.76001,2608.050049,1450.400024,1142.400024,1055.574951,1227.199951,354.200012,620.849976
23-12-2018,1114.981079,1896.050049,1822.050049,656.950012,1979.949951,290.649353,282.25,1366,11258.59961,479.174988,7505.549805,1439.400024,922.700012,3098.5,2717.5,2312.409912,2621.899902,1478.5,1101.949951,1061.449951,1241.349976,360.75,625.049988
30-12-2018,1088.33374,1876.849976,1781.699951,661.049988,1972.599976,296.06662,280.950012,1385.849976,10851.2002,466.174988,7234.5,1388.050049,928.450012,3122.699951,2734.199951,2010.359985,2600,1503.699951,1105.699951,1058.724976,1247.949951,365.200012,619.599976
06-01-2019,1087.739258,1842.550049,1769.400024,683.5,1991.400024,307.68158,295.350006,1403.650024,11273,470.024994,7320.5,1369.599976,959.299988,3096.850098,2720.949951,2050.76001,2588.149902,1471.099976,1109.25,1055.949951,1223.199951,378.549988,666.5
13-01-2019,1173.229004,1900.650024,1744.099976,730.950012,2006.849976,285.691193,291.450012,1400.449951,11248.40039,483.149994,7357.950195,1317.900024,960.950012,3171.350098,2720.75,2012.275024,2596.800049,1449.300049,1148.800049,1065.125,1240.199951,372,664.599976
20-01-2019,1234.300049,1920.800049,1756.800049,730.349976,1977.800049,282.339844,279.200012,1372.150024,11365.59961,484.700012,6513.399902,1285.449951,978,3206.649902,2626.350098,2004.994995,2672.399902,1465.349976,1129.800049,1048,1266.150024,357.200012,669.75
27-01-2019,1238.213013,2029.949951,1799.300049,757.049988,1961.25,286.333923,280.850006,1457.199951,11556.54981,521.924988,6962.299805,1324.599976,991.549988,3251,2602.75,1966.339966,2791.25,1358.5,1122.800049,1045.224976,1255.699951,354.649994,717.25
03-02-2019,1265.702393,2061.399902,1817.300049,760.900024,1944.650024,287.619385,275.5,1448.800049,11242.7002,534.224976,7134.25,1261.75,1053.25,3110,2851.399902,2084.73999,2769.699951,1301.150024,1150.099976,1061.324951,1299.400024,355.100006,719.400024
10-02-2019,1232.764648,2029.699951,1772.800049,741.950012,1874.900024,279.677124,280.100006,1393.599976,10535.4502,528.625,6930.049805,1243.099976,1039,2858.350098,2825.949951,2023.410034,2563.350098,1262.449951,1096.099976,1050.324951,1283.650024,342.149994,686.599976
17-02-2019,1220.778198,1925.650024,1768.550049,734.950012,1887.400024,288.170288,274.299988,1397.800049,10685.4502,533.075012,6912.399902,1280.349976,1041.599976,3012.800049,2816.850098,2059.544922,2639.5,1250.75,1076.699951,1045.724976,1237.900024,352.049988,702.049988
24-02-2019,1214.537354,1995.400024,1734.650024,741.900024,1859.449951,282.47757,278.200012,1392.349976,10451.79981,526.299988,6935.149902,1308.550049,1021.349976,3077.25,2863.5,1994.86499,2646,1234.25,1144.150024,1041.675049,1225.949951,354.25,702.400024
03-03-2019,1255.201904,2022.699951,1701.599976,712.349976,1884.050049,283.44165,292,1382.349976,10095.15039,504.524994,6967.700195,1339.400024,1053.199951,3071.199951,2955.699951,2187.10498,2615.050049,1341.050049,1124.5,1064.099976,1238.900024,370.600006,733.400024
10-03-2019,1309.239746,2039.949951,1698.400024,718.549988,1974.650024,310.068848,290.799988,1432.550049,10289.90039,514.650024,7084,1396.5,1097.25,3066.550049,3023.800049,2261.235107,2658.899902,1323.099976,1165.449951,1126.5,1325.150024,395.299988,735.099976
17-03-2019,1329.151001,2005.650024,1678.050049,743.099976,1981.550049,304.422028,298.200012,1471.25,10600.65039,512.424988,6552.700195,1394.699951,1102.550049,3098.600098,2949.75,2144.685059,2751.300049,1296.650024,1185,1138.074951,1336.25,391.799988,757.049988
24-03-2019,1350.449097,2001.650024,1706.800049,743.849976,1968.25,305.845215,297.25,1492.699951,10960.9502,543.724976,6672.549805,1385.300049,1141.849976,3085.5,2911.100098,2054.77002,2780.25,1330.599976,1246.25,1159.449951,1334.5,400.5,777.25
31-03-2019,1341.18689,2048.300049,1659.099976,759.299988,2059.199951,327.468323,294.549988,1514.449951,10980.75,546.400024,7107.700195,1373.800049,1106.400024,2994.050049,2861.649902,2098.030029,2754.350098,1320.449951,1286.599976,1152.800049,1335.949951,390.549988,762.200012
07-04-2019,1330.488281,2014.5,1721.650024,747.75,2024.949951,313.9711,305.75,1438.650024,10973.79981,541.724976,7342.850098,1360.900024,1097,2984.300049,3008.149902,2136.11499,2807.050049,1397.900024,1290.199951,1132.625,1343.449951,394.600006,764.349976
14-04-2019,1372.935913,2150.050049,1739.900024,717.049988,2003.75,318.561981,304.399994,1469.599976,10954.4502,551.325012,7447.450195,1360.699951,1125.400024,2997.75,3069.5,2102.389893,2799.100098,1356.150024,1255.5,1146.824951,1369.650024,404.399994,771.200012
21-04-2019,1379.721558,2238.550049,1747.349976,738,1977.400024,325.450012,304.549988,1448.75,10971.25,569.875,6842.850098,1358.199951,1137.5,2967.699951,3044.649902,2033.064941,2892.25,1359.400024,1221.400024,1140.474976,1379.25,407.200012,759.900024
28-04-2019,1395.62085,2132,1693.550049,723.599976,2006.400024,331.450012,304.25,1438.550049,10485.7002,571.525024,6710,1363.599976,1145.050049,2696.149902,3059.75,2035.234985,2907.449951,1402.050049,1201.5,1183.974976,1417.800049,401.799988,757.299988
05-05-2019,1239.401733,2135.800049,1687.449951,716.849976,1931.699951,324.100006,297.75,1341.050049,10231.15039,543.325012,6631.600098,1355.5,1132.099976,2688.550049,2966.199951,2035.400024,2876.399902,1425.050049,1167.849976,1148.25,1398.150024,385.100006,735.049988
12-05-2019,1255.499146,2095.449951,1736.800049,723.900024,1993.650024,328.450012,301.399994,1320,10465.65039,531.349976,6706.850098,1361.900024,1190.5,2779.25,3040.050049,2093.699951,2745,1514.199951,1162.199951,1181.050049,1460,389.700012,748.950012
19-05-2019,1324.296997,2048,1749.599976,709.200012,2123.399902,353.200012,290.450012,1384.5,10660.04981,532.974976,7093.149902,1544.150024,1219.900024,2851.050049,3077.899902,2085.064941,2663.899902,1450.800049,1237.599976,1186.675049,1511.699951,431.75,793.200012
26-05-2019,1317.659912,2196.550049,1788.5,737.75,2182.649902,348.799988,278.549988,1407.300049,11498.09961,546.275024,6869.850098,1557.550049,1235.75,2921.949951,2925.899902,1994.775024,2678.350098,1492.699951,1289.650024,1212.675049,1522.150024,423.700012,808.299988
02-06-2019,1302.553101,2181.75,1830.75,739.099976,2210.850098,357.100006,275.25,1418.349976,11503.84961,539.799988,6948.25,1513.849976,1268.949951,2899.300049,2961.399902,1999.775024,2580.699951,1470.199951,1255.699951,1223.824951,1511.800049,416.600006,804
09-06-2019,1305.178223,2254.5,1822.949951,740.450012,2185.850098,353.299988,278.049988,1412.75,11489,543.5,6747.399902,1526.300049,1281.900024,2964.100098,2872.550049,1976.704956,2565.149902,1571.150024,1244,1217.550049,1473.849976,417.75,801.200012
16-06-2019,1267.485474,2249.850098,1766.650024,750.200012,2140.800049,343.799988,274.25,1383,11600.90039,538.125,6417.25,1539.75,1292.349976,2826.699951,2875.550049,1971.920044,2551.550049,1529.699951,1233,1207.099976,1489.800049,430.799988,771.049988
23-06-2019,1241.333374,2227.199951,1787.599976,732,2192.100098,346.649994,273.850006,1358.150024,11912.59961,532.325012,6534.649902,1553.199951,1334.699951,2743.699951,2827.050049,1913.880005,2550.449951,1569.550049,1214.449951,1221.875,1477.099976,437.100006,808.549988
30-06-2019,1251.487183,2163.100098,1791.400024,718,2278.899902,364.799988,279.450012,1358.699951,11956.90039,508.200012,6360,1558.349976,1278.099976,2824.850098,2842.550049,1964.51001,2600.949951,1761.199951,1206.25,1236.199951,1517.199951,436.350006,806.099976
07-07-2019,1268.476074,2107.600098,1713.199951,726.75,2257.800049,356.100006,275.049988,1361.949951,11672.15039,511.950012,5971.450195,1466.849976,1101.199951,2780.600098,2722.550049,1895.530029,2628.600098,1894.550049,1185.25,1196.949951,1483.650024,427.049988,755.799988
14-07-2019,1237.271851,2076.949951,1720.400024,785.400024,2303.550049,339.950012,268.299988,1369.099976,11547.04981,507.799988,5769.100098,1411.550049,1091.050049,2749.149902,2558.25,1766.400024,2613.149902,1894.650024,1195.349976,1187.824951,1498.900024,410.299988,729.25
21-07-2019,1202.402466,2109.050049,1730.650024,787,2165.75,334.899994,270.399994,1526.449951,11623.25,500.725006,5805.649902,1392.150024,1106.400024,2668.449951,2618.649902,1718.655029,2704.949951,1843.199951,1243.900024,1138.650024,1511.849976,415.75,729.849976
28-07-2019,1173.229004,2205.300049,1737.449951,775.599976,2124.800049,343.549988,264.5,1545.199951,11411.5,505.25,5689.350098,1370.25,1064.699951,2594.399902,2600.550049,1690.5,2529.199951,1924.849976,1256.699951,1107.175049,1507.599976,410.600006,673.849976
04-08-2019,1151.187866,2246.25,1841.349976,789.849976,2211.649902,371.149994,254.199997,1575.5,11993.29981,543.150024,6099.899902,1364.599976,1067,2588.149902,2707.600098,1758.724976,2573.449951,1917.099976,1351.75,1141,1532.099976,420.149994,660.799988
11-08-2019,1265.999634,2165.100098,1828.650024,774.549988,2100,361.549988,253,1597.449951,12004.40039,531.375,5975.049805,1335.25,1075.800049,2499.449951,2750.949951,1660.045044,2492.550049,1966.599976,1369.449951,1113.849976,1498.949951,418.950012,675.650024
18-08-2019,1263.869751,2247.699951,1860,802.200012,2043.75,356.399994,236.100006,1580.400024,12438.65039,543.5,6254.350098,1286.5,1073.5,2466.649902,2749.149902,1538.344971,2541.25,1968.849976,1359.699951,1081.349976,1470.199951,395.399994,663.900024
25-08-2019,1236.826172,2259.600098,1881.900024,814.900024,2166.449951,346.799988,245.649994,1616.199951,12875.2002,550.174988,6123.75,1328.25,1105.099976,2701.649902,2788.300049,1625.844971,2557.5,1870.849976,1377.699951,1113.974976,1431.449951,409.649994,663.900024
01-09-2019,1211.020752,2197.5,1819.150024,840.150024,2041.449951,349.25,243.899994,1532.400024,12613.9502,550.200012,6186.950195,1328.650024,1068.699951,2668,2839.350098,1640.724976,2739.949951,1837.25,1372.150024,1122.949951,1441.550049,391.350006,671.099976
08-09-2019,1214.091675,2141.949951,1805.550049,829.299988,2083.850098,343.049988,239.899994,1548.199951,12689.29981,534.25,6450.299805,1363.449951,1123.400024,2674.600098,2878.199951,1668.939941,2731.550049,1822.5,1377.5,1128.724976,1484.25,413.399994,674.25
15-09-2019,1242.571655,2065.449951,1969.75,805,2049.300049,356.399994,238.050003,1671,13499.40039,524.549988,6591.950195,1411.5,1263.550049,2867,2929.25,1786.02002,2837.800049,1801.400024,1408.75,1199.599976,1538.849976,417.5,680.349976
22-09-2019,1296.758057,2056.149902,2010.900024,782.200012,2035.900024,349.100006,252.949997,1776.300049,13740.90039,520.525024,6773.700195,1472.650024,1284.050049,3015.100098,2957.5,1779.23999,2730.800049,1782.75,1476.800049,1244.199951,1643.5,449.200012,700.599976
29-09-2019,1295.816895,2079.350098,1944.199951,793.450012,1978.300049,339.5,257.25,1724.400024,13441,539.549988,6649.600098,1424.900024,1250.900024,2845.149902,2863.550049,1799.900024,2617.699951,1919.599976,1367.849976,1189.699951,1563.150024,413.899994,656.400024
06-10-2019,1339.899048,1986.849976,2004.650024,814.799988,2010.150024,382.899994,243.949997,1790.25,14032.40039,539.75,6698.899902,1427.699951,1243.599976,3081.949951,2898.800049,1820.11499,2651.399902,1925.550049,1365.900024,1198.800049,1587.75,428.549988,672.700012
13-10-2019,1403.050537,2057.350098,2106.850098,767.849976,2094.449951,383.5,246.5,1816.75,14835.4502,547.75,7302.299805,1447.800049,1300.599976,3252.350098,3087.050049,2027.589966,2724.850098,1843.550049,1351.5,1229,1615.25,437.799988,709.549988
20-10-2019,1417.760986,2124.949951,2145.100098,637.450012,2101.550049,375.149994,247.699997,1796.300049,14803.34961,567.025024,7471.149902,1425,1335,3267.100098,3129.649902,2132.175049,2794.949951,1876.949951,1338.75,1229,1588.599976,469.100006,708.599976
27-10-2019,1443.219727,2200.899902,2179.350098,687.900024,2128.600098,373.049988,261.299988,1766.349976,14959.79981,576,7618.649902,1449.400024,1301.900024,3268.550049,3232.649902,2197.61499,2756.600098,1990.550049,1397.949951,1240.050049,1579.900024,462.25,748.299988
03-11-2019,1431.926758,2129.949951,2086.399902,708.150024,2233.199951,369.149994,260.5,1794.849976,14471.29981,575.049988,7200.549805,1423,1156.75,3158,3245.550049,2168.965088,2822.100098,1948.599976,1354.150024,1255.599976,1600.25,489.450012,725.5
10-11-2019,1457.038696,2174.449951,2057.699951,703.900024,2224.050049,393.049988,250.649994,1760.699951,14295.54981,571.150024,7147.200195,1377.650024,1158.449951,3195.550049,3215.350098,2132.405029,2730.800049,2072.050049,1316.650024,1277.900024,1622.75,499.850006,716.900024
17-11-2019,1531.978394,2071.699951,2028.349976,693.200012,2237.300049,420.649994,247.649994,1682.75,14171.5,557.375,7060.450195,1378.650024,1135.599976,3022.649902,3152.350098,2275.320068,2871.25,2287.199951,1297.900024,1264.75,1569.099976,496.799988,732.099976
24-11-2019,1536.584717,2053.25,2035.300049,696.349976,2297.25,442.450012,246.399994,1706.150024,14453.9502,563.825012,7245.850098,1330.550049,1159.699951,3057.699951,3176,2288.139893,2913.850098,2408.350098,1303,1274.949951,1615.199951,512.599976,739.049988
01-12-2019,1540.299561,2123.600098,2026.050049,715.099976,2264.649902,444.850006,243.350006,1716.650024,14166.29981,560.299988,6886.700195,1290.800049,1172,3069.600098,3206.100098,2092,2890.800049,2462.649902,1315.699951,1246.050049,1674.300049,524.799988,717.599976
08-12-2019,1568.036621,2071.25,2006.199951,711.299988,2354.5,427.799988,241.600006,1743.949951,14301.59961,543.150024,7214.950195,1305.300049,1186.150024,3054.399902,3232.899902,2203.475098,2821.5,2323.949951,1324.449951,1263.849976,1692.75,537.049988,752
15-12-2019,1584.084473,2222.899902,1943.099976,731.549988,2404.100098,453.799988,241.149994,1799.25,14858.25,569.900024,7261.5,1311.550049,1201.900024,3122.25,3203.75,2222.11499,2863.350098,2242.149902,1377.550049,1296.699951,1692.699951,546.099976,739.849976
22-12-2019,1527.86731,2198.5,1949.900024,736.950012,2444.149902,455.100006,236.899994,1812.25,14664.15039,567.549988,7344.899902,1299.599976,1191.449951,3042.100098,3241.949951,2222.235107,2897.600098,2101,1398.25,1275,1685.599976,549.400024,760.150024
29-12-2019,1522.716187,2200.649902,1927.449951,746,2454.449951,455.100006,238.5,1751.400024,14593.59961,585.049988,7254.25,1335.050049,1139.699951,3038.800049,3072.050049,2118.925049,2883.899902,1916.099976,1397.650024,1268.400024,1657.099976,538.849976,742.950012
05-01-2020,1533.117554,2213.550049,1954,738.150024,2457.550049,457,238,1792.550049,14685.84961,580.349976,7330.5,1324.599976,1154.050049,2989.75,3101.199951,2043.275024,2933,2079.699951,1415.150024,1282.699951,1684.699951,540.25,740.049988
12-01-2020,1566.154419,2219.100098,2060.300049,767.849976,2453.949951,500.049988,239.949997,1830.050049,15439.4502,598.799988,7520.149902,1304.199951,1188.75,3124.449951,3118.100098,2129.219971,3034.350098,2066.949951,1447.849976,1278.150024,1698.099976,532.049988,739.900024
19-01-2020,1507.262695,2183.399902,2073.699951,782.75,2450.75,524.25,238.149994,1786.800049,15755.5,607.700012,7128.450195,1359.199951,1227.849976,3192.5,3074.149902,2093.080078,3031.399902,2392.649902,1457.599976,1244.550049,1642.949951,533.849976,737.400024
26-01-2020,1370.360352,2164.850098,2074.899902,779.5,2268.25,497.200012,219,1755.349976,15524.75,590.900024,6812.649902,1287.400024,1173.25,3097.600098,3143.300049,2005.925049,3123.050049,2212.100098,1485.5,1198.699951,1647.949951,504.600006,705.450012
02-02-2020,1420.187988,2136.550049,2159.949951,777.299988,2405.649902,539.450012,213.399994,1858.699951,16327.79981,607.700012,6971.75,1299,1275,3251.399902,3134.850098,1973.630005,3166.699951,2310.5,1558.900024,1242.199951,1653.050049,536.450012,748.150024
09-02-2020,1473.63147,2184.199951,2255.050049,786.450012,2401.75,565,207.699997,1877.050049,16356.4502,621.650024,6913.799805,1295.150024,1293.449951,3096.649902,3146.399902,1870.35498,3304.300049,2383.649902,1583.349976,1219.349976,1680.949951,545.799988,736.5
16-02-2020,1471.996948,2156.800049,2248.25,797,2369.5,545.599976,207.449997,1842.25,16539.5,608.049988,6757.600098,1280.599976,1322.849976,3059.399902,3065.5,1884.86499,3255.300049,2255,1575.300049,1217.099976,1685.949951,547,744.299988
23-02-2020,1316.17395,2000.150024,2174.75,731.700012,2175.75,523.5,197.550003,1797.949951,15778.84961,534.349976,6283.100098,1187.550049,1254.5,2970.199951,2890,1660.234985,2927.100098,2333.800049,1513.099976,1177.650024,1620.349976,497.25,697.299988
01-03-2020,1259.065308,2116.449951,2188.899902,738.950012,2109.449951,519.150024,181.75,1877.449951,16429.30078,566.200012,6445.950195,1158.900024,1242.599976,3081.399902,2735.050049,1774.35498,3170.949951,2398.300049,1653.800049,1134.900024,1631.050049,486.350006,657.650024
08-03-2020,1094.921265,1806.300049,2033.199951,642.349976,2066.800049,491.850006,162.25,1797.699951,14991.79981,492.899994,5838.600098,1051.449951,1084.349976,2763.600098,2357.100098,1767.214966,2885.100098,2269.350098,1523.800049,1069.800049,1470.050049,447.200012,568.799988
15-03-2020,1008.391479,1797.449951,2051.699951,585.200012,1753.949951,462.649994,175.5,1742.949951,14145.5,444.899994,5079.200195,864.700012,904.900024,2467.800049,2242.300049,1567.844971,2897.25,2499,1501.550049,882.849976,1262.349976,345.700012,428.149994
22-03-2020,1055.593994,1824.5,2140.550049,652.700012,1754,448.950012,163.199997,1604.150024,15108.59961,430.649994,4646.100098,837.049988,937.049988,2529.25,2053.449951,1431.97998,2916.5,2397.800049,1299.150024,904.450012,1399.099976,339.850006,359.75
29-03-2020,1067.332764,1654.199951,2154.100098,585.700012,1499.550049,423.950012,177.899994,1520.900024,15104.65039,405.799988,4011.5,774.650024,862.799988,2563.25,2033.75,1268.005005,3146.800049,2363.149902,1215.900024,813.849976,1140.849976,286.649994,325.450012
05-04-2020,1208.494629,1766.150024,2372.25,636.25,1703.099976,488.700012,185.25,1651.349976,16839.69922,469.049988,5326.649902,812.799988,1013.849976,2801.699951,2435.949951,1374.22998,3621.550049,2294.399902,1348.699951,925.049988,1272.900024,342.700012,420.149994
12-04-2020,1212.506592,1806.199951,2385,628.75,1680.599976,502.450012,188.100006,1756.25,17324.30078,455.25,5505,932.900024,975.5,2832.149902,2379.149902,1477.035034,3929.550049,2290.149902,1471,910.299988,1186.25,375.549988,478.799988
19-04-2020,1403.694336,1818.550049,2283.100098,658,1580.300049,494.25,180.050003,1827.550049,17406.05078,468.100006,5045.649902,851.200012,906.049988,3062.149902,2445.350098,1358.920044,4002.800049,2322.699951,1505.199951,938.049988,1239.550049,334.850006,403.950012
26-04-2020,1452.234253,2014.449951,2195,715.5,1916,514.299988,182.050003,1758.699951,17924.65039,543.549988,5358.799805,897.549988,970.049988,3165.75,2623.300049,1470.795044,3936.300049,1989.75,1527,1001.799988,1357.199951,380.149994,444.899994
03-05-2020,1547.134766,1893.400024,2089.449951,674.200012,1689.699951,530.049988,158.25,1578.400024,17802.94922,518.400024,4654.149902,815.950012,832.849976,2994.649902,2419.050049,1385.88501,3984,2031.400024,1368.349976,929.049988,1217.449951,337.700012,382.049988
10-05-2020,1459.400024,1892.900024,2032.099976,652.299988,1633.800049,554.099976,164.649994,1552.949951,16443.80078,511.25,5100.399902,864.400024,845.599976,3125.649902,2663.600098,1409.959961,3735.100098,2063.449951,1373.25,888.150024,1178.300049,322.700012,388.549988
17-05-2020,1431.550049,2020.349976,1987.900024,692.349976,1516.150024,593.200012,186.350006,1617.900024,16215.15039,530.400024,5134.299805,815.700012,849.650024,3167.100098,2553.75,1392.23999,3892.850098,2138.399902,1397.699951,838.849976,1160.199951,291.049988,336.950012
24-05-2020,1464.400024,1972.349976,2057.350098,691,1658.900024,552.599976,197.350006,1683.099976,17540.80078,550.25,5610.799805,932.25,890,3378.850098,2710.5,1654.844971,4071.25,2178,1468.400024,951.650024,1224,331.950012,384.950012
31-05-2020,1581.699951,2048.25,2087.600098,703.549988,1766.599976,584.349976,200,1638.550049,17096.84961,575.950012,5746.200195,955.25,990.950012,3466.699951,2776.300049,1749.535034,4024.899902,2259.449951,1508.300049,1033.349976,1337.800049,357.200012,405.299988
07-06-2020,1588.800049,2039.5,2107.25,692.049988,1792.199951,560.099976,193.899994,1637.349976,16496.30078,570.75,5561.75,926.400024,977.700012,3366.050049,2782.149902,1685.72998,4007.949951,2319.399902,1430.050049,982.75,1279.800049,344.200012,408
14-06-2020,1759.400024,2044.599976,2092.75,705.549988,1835.099976,572.5,184.050003,1622.5,16094.84961,569.599976,5897.350098,898.200012,975.849976,3438.550049,2674.350098,1734.935059,4005.600098,2251.449951,1398.849976,1033.349976,1302.5,363.799988,417.049988
21-06-2020,1741.650024,2118.850098,2154.199951,748.200012,1769.349976,560.400024,195.199997,1686.75,16677.5,562.400024,5754.899902,962.200012,966.200012,3456.399902,2867.600098,1847.339966,3998.600098,2239.350098,1387.800049,1056.449951,1340.099976,349.100006,424.850006
28-06-2020,1787.900024,2199.649902,2173.699951,762.700012,1885.199951,581.450012,207.550003,1695.650024,16695.59961,579.150024,5932.100098,944.25,1003.5,3538.350098,2932.399902,1898.349976,3921.449951,2149.050049,1389.449951,1073.949951,1353.800049,361,428.450012
05-07-2020,1878.050049,2222.350098,2223.800049,781.849976,1886,574.700012,194.350006,1703.5,16833.09961,582.25,5955.649902,932.150024,961.849976,3726.649902,2894.699951,1944.785034,3905.449951,2102.699951,1382.849976,1105.099976,1349.349976,360.350006,439.600006
12-07-2020,1911.699951,2200.75,2334.550049,903.150024,1805.849976,566.75,194.050003,1717.900024,17229.94922,623.150024,5919.5,925.549988,997.849976,3785,2995,1881.079956,4118.75,2184.800049,1392.599976,1098.449951,1327.449951,353.799988,433.100006
19-07-2020,2146.149902,2157.399902,2209.300049,922.849976,1841.300049,559.450012,199.600006,1712.050049,17251.84961,679.950012,6000.700195,904.400024,1057.599976,3818.449951,2985.5,2080.034912,4065.949951,2057.600098,1378.650024,1119.099976,1350,381.799988,445.600006
26-07-2020,2067.100098,2281.399902,2209.899902,966,1781.949951,554.849976,194.149994,1715.5,16522.19922,705.200012,6262.75,913.450012,1043.25,3823.600098,3004.949951,2063.870117,4521.049805,1984.199951,1357,1032.800049,1365.75,346.799988,431.649994
02-08-2020,2146.449951,2295.350098,2210.550049,950.900024,1777.699951,560.799988,196.050003,1806.25,16788.59961,690.299988,6679,915.650024,1091.050049,3934.800049,3001.699951,2180.735107,4573.5,2116.550049,1378.300049,1043.849976,1342.5,357.950012,433.299988
09-08-2020,2113.800049,2242.149902,2173.899902,953.599976,1791.699951,528.599976,196.399994,1802.550049,16354.7002,709.099976,6588.200195,982.799988,1104.150024,3801.350098,2987.550049,2014.415039,4519.399902,2239.899902,1371.599976,1034.449951,1307.449951,361.399994,435.850006
16-08-2020,2081.850098,2248.600098,2202.050049,948.799988,1804.050049,520.25,196.800003,1958,16561.94922,705.900024,6973,994.150024,1138.099976,3882.75,3053.149902,2170.23999,4489.75,2294.600098,1456.5,1085.650024,1339.400024,371.149994,440.450012
23-08-2020,2116.149902,2238.550049,2151.949951,935.25,1883.25,523.450012,195.550003,1958.099976,16101.25,706.450012,7104.100098,981.849976,1134.099976,3793.850098,3014.149902,2213.600098,4374.299805,2374.149902,1445.5,1114.5,1467.099976,409.700012,509.200012
30-08-2020,2077.25,2288.800049,2124.649902,919.150024,1769.699951,523.150024,186.699997,1956.349976,16232.59961,700.799988,7190.100098,942.5,1159.25,3705.850098,2883.199951,2180.850098,4322.5,2382.600098,1436.150024,1119.300049,1380.050049,372.549988,455.200012
06-09-2020,2319.75,2374.100098,2159.25,945.700012,1768.150024,491.649994,183.949997,2035.949951,16325.34961,721.650024,7193.600098,917.400024,1167.75,3772.25,2916.350098,2160.300049,4401.600098,2289.199951,1488.400024,1078.650024,1330.349976,370.5,447.200012
13-09-2020,2305.699951,2449.899902,2098.699951,1002.150024,1724,494.549988,179.100006,2028.400024,16087.04981,810.599976,6964.75,900.700012,1163.599976,3797.5,3050.949951,2152.949951,5333.350098,2441.899902,1455.099976,1057.300049,1277.099976,369.549988,443.350006
20-09-2020,2201.699951,2422.300049,2079.050049,1011.450012,1652,439.649994,170.75,1925.599976,15736.79981,827.700012,6497.700195,889.25,1109.349976,3686.399902,2957.399902,2117.5,5112.200195,2685.100098,1413,1044,1253.050049,348.649994,415.049988
27-09-2020,2225.25,2523.449951,2095,1017.650024,1790.650024,432.350006,170.850006,2040.449951,16000.5,812.950012,6796.299805,902.799988,1198.650024,3808.600098,2985.399902,2197.649902,5112.049805,2637.050049,1463,1106.949951,1305.050049,369.200012,443.700012
04-10-2020,2233.449951,2812.949951,2139.649902,1106.800049,1957.650024,425.200012,167.850006,2050.600098,16034.09961,855.75,7062.399902,908.450012,1255.199951,3745.100098,3059.800049,2217.949951,5153,2673.100098,1472.099976,1233.550049,1319.849976,401.5,468.049988
11-10-2020,2175.800049,2763.300049,2150.550049,1127.5,1961.699951,401.649994,165.699997,2061.199951,15430.25,827.150024,6894.899902,894.099976,1223.150024,3747.199951,3044.75,2269.899902,5080.549805,2789.100098,1481.25,1199.349976,1336.550049,396.100006,472.399994
18-10-2020,2113.050049,2686.800049,2143.850098,1122.5,2059.699951,434.399994,170.75,2120.25,15865.4502,852.450012,7103.25,941.25,1241.699951,3469.75,3082.25,2181.899902,5018.25,2967.5,1500.300049,1235.800049,1383.050049,416.950012,507.200012
25-10-2020,2054.5,2664.850098,2071.300049,1060.599976,1923.550049,433.75,165.25,2211.5,17161.59961,841.950012,6965.149902,929.5,1165.75,3473.25,2886.899902,2085.600098,4888.649902,2820.949951,1570.400024,1183.550049,1547.400024,392.600006,492.5
01-11-2020,2029.150024,2707.449951,2094.149902,1112.75,2138.449951,449.899994,173.949997,2209.050049,17006.65039,850.099976,6907.600098,960.75,1253.5,3513.550049,2977.399902,2139.050049,4902.950195,2862.75,1596.699951,1307.650024,1718.050049,442.799988,541.75
08-11-2020,2002.300049,2670.350098,2187.699951,1133.449951,2311.25,481.5,188.600006,2184.600098,16838.15039,830.5,6852.25,1059.199951,1286.800049,3527.350098,3041.899902,2540.550049,4872.049805,2651.5,1580.949951,1369.699951,1770.550049,486.899994,613.150024
15-11-2020,1899.5,2660.25,2120.25,1103.349976,2334.800049,483.700012,191.699997,2166.550049,17460.40039,819.25,6965.850098,1132.300049,1365.150024,3552.100098,3058.550049,2590.649902,4670.950195,2946.050049,1560.199951,1403.650024,1889.400024,480.200012,607.849976
22-11-2020,1929.800049,2679.649902,2138.199951,1100,2256.25,463.25,193.649994,2215.300049,17888.94922,822.099976,7035.799805,1122.400024,1361.199951,3637.949951,3173.550049,2534.649902,4828.950195,2928.899902,1542.550049,1440.849976,1907.099976,473.350006,601.599976
29-11-2020,1946.75,2727.550049,2184.199951,1134.650024,2245.899902,493.75,198.199997,2438.75,17828.69922,858.5,7803.149902,1149.5,1437.150024,3648.199951,3311.399902,2553.5,4908.549805,3101.649902,1606.699951,1385.599976,1846.25,502.049988,614.5
06-12-2020,2005.800049,2783.600098,2374.75,1163.199951,2295.899902,504.399994,216.300003,2520.949951,18401.09961,862.25,7733.549805,1194.300049,1442.400024,3732.75,3327.649902,2470.800049,5016.950195,2994.199951,1638.599976,1382.800049,1920.400024,515.450012,613.25
